"Received
Posted","Operator Name
Number",Operator Contact,"Approved Date
API No.
(Scout Card Link)",Type of Permit,Well Name/Number,Objective Formation,Proposed TD,Well Location,Footage Call,Field,County
"04/25/2016
05/03/2016","VANGUARD OPERATING LLC
10531 ","Crissy Venturo 
(720) 352-7916 ","10/06/2016
05-045-21471-00",DR ,"Scott
21C-36-692 ","ILES, WILLIAMS FORK ",7280,NWNE 36 6S 92W,1127 FNL 2479 FEL,"MAMM CREEK
52500 ",GARFIELD 
"04/25/2016
05/03/2016","VANGUARD OPERATING LLC
10531 ","Crissy Venturo 
(720) 352-7916 ","10/06/2016
05-045-21466-00",DR ,"Scott
22C-36-692 ",ILES ,7316,NWNE 36 6S 92W,1137 FNL 2470 FEL,"MAMM CREEK
52500 ",GARFIELD 
"04/25/2016
05/03/2016","VANGUARD OPERATING LLC
10531 ","Crissy Venturo 
(720) 352-7916 ","10/06/2016
05-045-21470-00",DR ,"Scott
21A-36-692 ",WILLIAMS FORK ,7223,NWNE 36 6S 92W,1137 FNL 2480 FEL,"MAMM CREEK
52500 ",GARFIELD 
"04/25/2016
05/03/2016","VANGUARD OPERATING LLC
10531 ","Crissy Venturo 
(720) 352-7916 ","10/06/2016
05-045-21466-00",DR ,"Scott
22C-36-692 ",WILLIAMS FORK ,7316,NWNE 36 6S 92W,1137 FNL 2470 FEL,"MAMM CREEK
52500 ",GARFIELD 
"04/25/2016
05/03/2016","VANGUARD OPERATING LLC
10531 ","Crissy Venturo 
(720) 352-7916 ","10/06/2016
05-045-21468-00",DR ,"Scott
31B-36-692 ",ILES ,7153,NWNE 36 6S 92W,1128 FNL 2459 FEL,"MAMM CREEK
52500 ",GARFIELD 
"04/25/2016
05/03/2016","VANGUARD OPERATING LLC
10531 ","Crissy Venturo 
(720) 352-7916 ","10/06/2016
05-045-21467-00",DR ,"Scott
31D-36-692 ",WILLIAMS FORK ,7286,NWNE 36 6S 92W,1127 FNL 2469 FEL,"MAMM CREEK
52500 ",GARFIELD 
"04/25/2016
05/03/2016","VANGUARD OPERATING LLC
10531 ","Crissy Venturo 
(720) 352-7916 ","10/06/2016
05-045-21469-00",DR ,"Scott
32D-36-692 ",ILES ,7170,NWNE 36 6S 92W,1138 FNL 2460 FEL,"MAMM CREEK
52500 ",GARFIELD 
"08/31/2016
09/09/2016","ENCANA OIL & GAS (USA) INC
100185 ","Jevin Croteau 
(720) 876-5339 ","10/04/2016
05-045-21567-00",DR ,"N Parachute
UWF04C-10H04596 ",ILES ,13000,SENE 4 5S 96W,2084 FNL 83 FEL,"GRAND VALLEY
31290 ",GARFIELD 
"08/31/2016
09/09/2016","ENCANA OIL & GAS (USA) INC
100185 ","Jevin Croteau 
(720) 876-5339 ","10/04/2016
05-045-21587-00",DR ,"N Parachute
UWF02B-09H04596 ",WILLIAMS FORK ,13000,SENE 4 5S 96W,2072 FNL 90 FEL,"GRAND VALLEY
31290 ",GARFIELD 
"08/26/2016
09/09/2016","ENCANA OIL & GAS (USA) INC
100185 ","Jevin Croteau 
(720) 876-5339 ","10/04/2016
05-045-21595-00",DR ,"N Parachute
UWF10A-04H04596 ",WILLIAMS FORK ,13000,SENE 4 5S 96W,1956 FNL 57 FEL,"GRAND VALLEY
31290 ",GARFIELD 
"08/31/2016
09/09/2016","ENCANA OIL & GAS (USA) INC
100185 ","Jevin Croteau 
(720) 876-5339 ","10/04/2016
05-045-21565-00",DR ,"N Parachute
UWF04B-10H04596 ",WILLIAMS FORK ,13000,SENE 4 5S 96W,2074 FNL 80 FEL,"GRAND VALLEY
31290 ",GARFIELD 
"08/31/2016
09/09/2016","ENCANA OIL & GAS (USA) INC
100185 ","Jevin Croteau 
(720) 876-5339 ","10/04/2016
05-045-21569-00",DR ,"N Parachute
UWF04D-10H04596 ",WILLIAMS FORK ,13000,SENE 4 5S 96W,2081 FNL 92 FEL,"GRAND VALLEY
31290 ",GARFIELD 
"08/25/2016
09/01/2016","ENCANA OIL & GAS (USA) INC
100185 ","Jevin Croteau 
(720) 876-5339 ","10/04/2016
05-045-21598-00",DR ,"N Parachute
UWF05C-03H04596 ",WILLIAMS FORK ,13000,SENE 4 5S 96W,1921 FNL 36 FEL,"GRAND VALLEY
31290 ",GARFIELD 
"08/31/2016
09/09/2016","ENCANA OIL & GAS (USA) INC
100185 ","Jevin Croteau 
(720) 876-5339 ","10/04/2016
05-045-21584-00",DR ,"N Parachute
UWF04A-10H04596 ",WILLIAMS FORK ,13000,SENE 4 5S 96W,2065 FNL 77 FEL,"GRAND VALLEY
31290 ",GARFIELD 
"08/31/2016
09/09/2016","ENCANA OIL & GAS (USA) INC
100185 ","Jevin Croteau 
(720) 876-5339 ","10/04/2016
05-045-21567-00",DR ,"N Parachute
UWF04C-10H04596 ",WILLIAMS FORK ,13000,SENE 4 5S 96W,2084 FNL 83 FEL,"GRAND VALLEY
31290 ",GARFIELD 
"08/17/2016
08/25/2016","ENCANA OIL & GAS (USA) INC
100185 ","Jevin Croteau 
(720) 876-5339 ","10/04/2016
05-045-21580-00",DR ,"N Parachute
UWF04E-04H04596 ",WILLIAMS FORK ,13000,SENE 4 5S 96W,1880 FNL 35 FEL,"GRAND VALLEY
31290 ",GARFIELD 
"08/17/2016
08/25/2016","ENCANA OIL & GAS (USA) INC
100185 ","Jevin Croteau 
(720) 876-5339 ","10/04/2016
05-045-21578-00",DR ,"N Parachute
UWF02E-04H04596 ",WILLIAMS FORK ,13000,SENE 4 5S 96W,1870 FNL 33 FEL,"GRAND VALLEY
31290 ",GARFIELD 
"08/29/2016
09/08/2016","ENCANA OIL & GAS (USA) INC
100185 ","Jevin Croteau 
(720) 876-5339 ","10/04/2016
05-045-21577-00",DR ,"N Parachute
UWF10-C-04H0459 ",WILLIAMS FORK ,13000,SENE 4 5S 96W,1995 FNL 68 FEL,"GRAND VALLEY
31290 ",GARFIELD 
"08/30/2016
09/09/2016","ENCANA OIL & GAS (USA) INC
100185 ","Jevin Croteau 
(720) 876-5339 ","10/04/2016
05-045-22024-00",DR ,"N Parachute
UWF14C-04H04596 ",WILLIAMS FORK ,13000,SENE 4 5S 96W,2033 FNL 79 FEL,"GRAND VALLEY
31290 ",GARFIELD 
"08/30/2016
09/09/2016","ENCANA OIL & GAS (USA) INC
100185 ","Jevin Croteau 
(720) 876-5339 ","10/04/2016
05-045-21563-00",DR ,"N Parachute
UWF15E-04H04596 ",WILLIAMS FORK ,13000,SENE 4 5S 96W,2052 FNL 84 FEL,"GRAND VALLEY
31290 ",GARFIELD 
"08/30/2016
09/09/2016","ENCANA OIL & GAS (USA) INC
100185 ","Jevin Croteau 
(720) 876-5339 ","10/04/2016
05-045-21591-00",DR ,"N Parachute
UWF15D-04H04596 ",WILLIAMS FORK ,13000,SENE 4 5S 96W,2043 FNL 81 FEL,"GRAND VALLEY
31290 ",GARFIELD 
"08/31/2016
09/09/2016","ENCANA OIL & GAS (USA) INC
100185 ","Jevin Croteau 
(720) 876-5339 ","10/04/2016
05-045-21585-00",DR ,"N Parachute
UWF02A-09H04596 ",WILLIAMS FORK ,13000,SENE 4 5S 96W,2062 FNL 87 FEL,"GRAND VALLEY
31290 ",GARFIELD 
"08/17/2016
08/25/2016","ENCANA OIL & GAS (USA) INC
100185 ","Jevin Croteau 
(720) 876-5339 ","10/04/2016
05-045-21568-00",DR ,"N Parachute
UWF02C-04H04596 ",WILLIAMS FORK ,13000,SENE 4 5S 96W,1853 FNL 17 FEL,"GRAND VALLEY
31290 ",GARFIELD 
"08/18/2016
08/25/2016","ENCANA OIL & GAS (USA) INC
100185 ","Jevin Croteau 
(720) 876-5339 ","10/04/2016
05-045-21575-00",DR ,"N Parachute
UWF05A-03H04596 ",WILLIAMS FORK ,13000,SENE 4 5S 96W,1892 FNL 28 FEL,"GRAND VALLEY
31290 ",GARFIELD 
"08/18/2016
08/25/2016","ENCANA OIL & GAS (USA) INC
100185 ","Jevin Croteau 
(720) 876-5339 ","10/04/2016
05-045-21811-00",DR ,"N Parachute
UWF05B-03H04596 ",WILLIAMS FORK ,13000,SENE 4 5S 96W,1902 FNL 31 FEL,"GRAND VALLEY
31290 ",GARFIELD 
"08/25/2016
09/01/2016","ENCANA OIL & GAS (USA) INC
100185 ","Jevin Croteau 
(720) 876-5339 ","10/04/2016
05-045-21759-00",DR ,"N Parachute
UWF07C-04H04596 ",WILLIAMS FORK ,13000,SENE 4 5S 96W,1928 FNL 49 FEL,"GRAND VALLEY
31290 ",GARFIELD 
"08/30/2016
09/09/2016","ENCANA OIL & GAS (USA) INC
100185 ","Jevin Croteau 
(720) 876-5339 ","10/04/2016
05-045-21571-00",DR ,"N Parachute
UWF15B-04H04596 ",WILLIAMS FORK ,13000,SENE 4 5S 96W,2024 FNL 76 FEL,"GRAND VALLEY
31290 ",GARFIELD 
"08/17/2016
08/25/2016","ENCANA OIL & GAS (USA) INC
100185 ","Jevin Croteau 
(720) 876-5339 ","10/04/2016
05-045-21578-00",DR ,"N Parachute
UWF02E-04H04596 ",ILES ,13000,SENE 4 5S 96W,1870 FNL 33 FEL,"GRAND VALLEY
31290 ",GARFIELD 
"08/18/2016
08/25/2016","ENCANA OIL & GAS (USA) INC
100185 ","Jevin Croteau 
(720) 876-5339 ","10/04/2016
05-045-21596-00",DR ,"N Parachute
UWF06B-04H04596 ",WILLIAMS FORK ,13000,SENE 4 5S 96W,1918 FNL 46 FEL,"GRAND VALLEY
31290 ",GARFIELD 
"08/26/2016
09/01/2016","ENCANA OIL & GAS (USA) INC
100185 ","Jevin Croteau 
(720) 876-5339 ","10/04/2016
05-045-21813-00",DR ,"N Parachute
UWF12A-03H04596 ",WILLIAMS FORK ,13000,SENE 4 5S 96W,1959 FNL 47 FEL,"GRAND VALLEY
31290 ",GARFIELD 
"08/29/2016
09/09/2016","ENCANA OIL & GAS (USA) INC
100185 ","Jevin Croteau 
(720) 876-5339 ","10/04/2016
05-045-21559-00",DR ,"N Parachute
UWF15A-04H04596 ",WILLIAMS FORK ,13000,SENE 4 5S 96W,2014 FNL 73 FEL,"GRAND VALLEY
31290 ",GARFIELD 
"08/30/2016
09/09/2016","ENCANA OIL & GAS (USA) INC
100185 ","Jevin Croteau 
(720) 876-5339 ","10/04/2016
05-045-21563-00",DR ,"N Parachute
UWF15E-04H04596 ",ILES ,13000,SENE 4 5S 96W,2052 FNL 84 FEL,"GRAND VALLEY
31290 ",GARFIELD 
"08/17/2016
08/25/2016","ENCANA OIL & GAS (USA) INC
100185 ","Jevin Croteau 
(720) 876-5339 ","10/04/2016
05-045-21597-00",DR ,"N Parachute
UWF02D-04H04596 ",WILLIAMS FORK ,13000,SENE 4 5S 96W,1851 FNL 27 FEL,"GRAND VALLEY
31290 ",GARFIELD 
"08/17/2016
08/25/2016","ENCANA OIL & GAS (USA) INC
100185 ","Jevin Croteau 
(720) 876-5339 ","10/04/2016
05-045-21576-00",DR ,"N Parachute
UWF04D-03H04596 ","ILES, WILLIAMS FORK ",13000,SENE 4 5S 96W,1873 FNL 23 FEL,"GRAND VALLEY
31290 ",GARFIELD 
"08/17/2016
08/25/2016","ENCANA OIL & GAS (USA) INC
100185 ","Jevin Croteau 
(720) 876-5339 ","10/04/2016
05-045-21562-00",DR ,"N Parachute
UWF04E-03H04596 ",WILLIAMS FORK ,13000,SENE 4 5S 96W,1873 FNL 23 FEL,"GRAND VALLEY
31290 ",GARFIELD 
"08/18/2016
08/25/2016","ENCANA OIL & GAS (USA) INC
100185 ","Jevin Croteau 
(720) 876-5339 ","10/04/2016
05-045-21600-00",DR ,"N Parachute
UWF05A-04H04596 ",WILLIAMS FORK ,13000,SENE 4 5S 96W,1899 FNL 41 FEL,"GRAND VALLEY
31290 ",GARFIELD 
"08/18/2016
08/25/2016","ENCANA OIL & GAS (USA) INC
100185 ","Jevin Croteau 
(720) 876-5339 ","10/04/2016
05-045-21573-00",DR ,"N Parachute
UWF07A-04H04596 ",WILLIAMS FORK ,13000,SENE 4 5S 96W,1889 FNL 38 FEL,"GRAND VALLEY
31290 ",GARFIELD 
"08/25/2016
09/01/2016","ENCANA OIL & GAS (USA) INC
100185 ","Jevin Croteau 
(720) 876-5339 ","10/04/2016
05-045-21574-00",DR ,"N Parachute
UWF07B-04H04596 ",WILLIAMS FORK ,13000,SENE 4 5S 96W,1909 FNL 44 FEL,"GRAND VALLEY
31290 ",GARFIELD 
"08/29/2016
09/09/2016","ENCANA OIL & GAS (USA) INC
100185 ","Jevin Croteau 
(720) 876-5339 ","10/04/2016
05-045-21588-00",DR ,"N Parachute
UWF10E-04H04596 ","ILES, WILLIAMS FORK ",13000,SENE 4 5S 96W,2005 FNL 71 FEL,"GRAND VALLEY
31290 ",GARFIELD 
"10/03/2016
10/04/2016","SYNERGY RESOURCES CORPORATION
10311 ","Erin Ekblad 
(720) 616.4319 ","10/04/2016
05-123-41464-01",DR ,"Evans
24C-14-L ",CODELL ,17454,SWNE 26 5N 66W,1985 FNL 2574 FEL,"WATTENBERG
90750 ",WELD 
"08/05/2016
08/12/2016","SWN PRODUCTION COMPANY LLC
10396 ","CHERYL ROWELL 
(832) 796-7439 ","10/04/2016
05-081-07781-00",DR ,"BULLDOG
17-11-893 ","MANCOS, NIOBRARA ",14102,NWNW 17 8N 93W,309 FNL 977 FWL,"WILDCAT
99999 ",MOFFAT 
"08/03/2016
08/11/2016","SWN PRODUCTION COMPANY LLC
10396 ","CHERYL ROWELL 
(832) 796-7439 ","10/04/2016
05-081-07723-00",DR ,"SIMOES
31-30 ",NIOBRARA ,8420,NWNE 30 6N 90W,895 FNL 2057 FEL,"WILDCAT
99999 ",MOFFAT 
"08/11/2016
08/18/2016","GRMR OIL & GAS LLC
10524 ","Kristina Lee 
(303) 659-9581 ","10/03/2016
05-081-07831-00",DR ,"Old Sorrel Federal
31-15 ",NIOBRARA ,7202,SWSE 31 5N 90W,500 FSL 2009 FEL,"SAND WASH HORIZONTAL NIOBRARA
76400 ",MOFFAT 
"05/16/2016
05/26/2016","VANGUARD OPERATING LLC
10531 ","Crissy Venturo 
(720) 352-7916 ","10/02/2016
05-045-21082-00",DR ,"Federal
21D-26-692 ",ILES ,7828,NENW 26 6S 92W,1135 FNL 1642 FWL,"MAMM CREEK
52500 ",GARFIELD 
"05/16/2016
05/26/2016","VANGUARD OPERATING LLC
10531 ","Crissy Venturo 
(720) 352-7916 ","10/02/2016
05-045-21124-00",DR ,"Federal
11A-26-692 ",ILES ,7726,NENW 26 6S 92W,1145 FNL 1610 FWL,"MAMM CREEK
52500 ",GARFIELD 
"05/16/2016
05/26/2016","VANGUARD OPERATING LLC
10531 ","Crissy Venturo 
(720) 352-7916 ","10/02/2016
05-045-21067-00",DR ,"Federal
11B-26-692 ",ILES ,7764,NENW 26 6S 92W,1135 FNL 1618 FWL,"MAMM CREEK
52500 ",GARFIELD 
"05/16/2016
05/26/2016","VANGUARD OPERATING LLC
10531 ","Crissy Venturo 
(720) 352-7916 ","10/02/2016
05-045-21076-00",DR ,"Federal
11C-26-692 ",ILES ,7828,NENW 26 6S 92W,1135 FNL 1626 FWL,"MAMM CREEK
52500 ",GARFIELD 
"05/16/2016
05/26/2016","VANGUARD OPERATING LLC
10531 ","Crissy Venturo 
(720) 352-7916 ","10/02/2016
05-045-21093-00",DR ,"Federal
11D-26-692 ",ILES ,7919,NENW 26 6S 92W,1135 FNL 1634 FWL,"MAMM CREEK
52500 ",GARFIELD 
"05/16/2016
05/26/2016","VANGUARD OPERATING LLC
10531 ","Crissy Venturo 
(720) 352-7916 ","10/02/2016
05-045-21075-00",DR ,"Federal
12A-26-692 ",ILES ,7857,NENW 26 6S 92W,1145 FNL 1642 FWL,"MAMM CREEK
52500 ",GARFIELD 
"05/16/2016
05/26/2016","VANGUARD OPERATING LLC
10531 ","Crissy Venturo 
(720) 352-7916 ","10/02/2016
05-045-21066-00",DR ,"Federal
12B-26-692 ",ILES ,7778,NENW 26 6S 92W,1145 FNL 1634 FWL,"MAMM CREEK
52500 ",GARFIELD 
"05/16/2016
05/26/2016","VANGUARD OPERATING LLC
10531 ","Crissy Venturo 
(720) 352-7916 ","10/02/2016
05-045-21084-00",DR ,"Federal
22B-26-692 ",ILES ,7698,NENW 26 6S 92W,1145 FNL 1650 FWL,"MAMM CREEK
52500 ",GARFIELD 
"05/16/2016
05/26/2016","VANGUARD OPERATING LLC
10531 ","Crissy Venturo 
(720) 352-7916 ","10/02/2016
05-045-21087-00",DR ,"Federal
22D-26-692 ",WILLIAMS FORK ,7634,NENW 26 6S 92W,1145 FNL 1666 FWL,"MAMM CREEK
52500 ",GARFIELD 
"05/16/2016
05/26/2016","VANGUARD OPERATING LLC
10531 ","Crissy Venturo 
(720) 352-7916 ","10/02/2016
05-045-21067-00",DR ,"Federal
11B-26-692 ",WILLIAMS FORK ,7764,NENW 26 6S 92W,1135 FNL 1618 FWL,"MAMM CREEK
52500 ",GARFIELD 
"05/16/2016
05/26/2016","VANGUARD OPERATING LLC
10531 ","Crissy Venturo 
(720) 352-7916 ","10/02/2016
05-045-21093-00",DR ,"Federal
11D-26-692 ",WILLIAMS FORK ,7919,NENW 26 6S 92W,1135 FNL 1634 FWL,"MAMM CREEK
52500 ",GARFIELD 
"05/16/2016
05/26/2016","VANGUARD OPERATING LLC
10531 ","Crissy Venturo 
(720) 352-7916 ","10/02/2016
05-045-21075-00",DR ,"Federal
12A-26-692 ",WILLIAMS FORK ,7857,NENW 26 6S 92W,1145 FNL 1642 FWL,"MAMM CREEK
52500 ",GARFIELD 
"05/16/2016
05/26/2016","VANGUARD OPERATING LLC
10531 ","Crissy Venturo 
(720) 352-7916 ","10/02/2016
05-045-21091-00",DR ,"Federal
22C-26-692 ",ILES ,7647,NENW 26 6S 92W,1145 FNL 1658 FWL,"MAMM CREEK
52500 ",GARFIELD 
"05/16/2016
05/26/2016","VANGUARD OPERATING LLC
10531 ","Crissy Venturo 
(720) 352-7916 ","10/02/2016
05-045-21087-00",DR ,"Federal
22D-26-692 ",ILES ,7634,NENW 26 6S 92W,1145 FNL 1666 FWL,"MAMM CREEK
52500 ",GARFIELD 
"05/16/2016
05/26/2016","VANGUARD OPERATING LLC
10531 ","Crissy Venturo 
(720) 352-7916 ","10/02/2016
05-045-21080-00",DR ,"Federal
21A-26-692 ",ILES ,7624,NENW 26 6S 92W,1135 FNL 1666 FWL,"MAMM CREEK
52500 ",GARFIELD 
"05/16/2016
05/26/2016","VANGUARD OPERATING LLC
10531 ","Crissy Venturo 
(720) 352-7916 ","10/02/2016
05-045-21079-00",DR ,"Federal
21B-26-692 ",WILLIAMS FORK ,7683,NENW 26 6S 92W,1135 FNL 1658 FWL,"MAMM CREEK
52500 ",GARFIELD 
"05/16/2016
05/26/2016","VANGUARD OPERATING LLC
10531 ","Crissy Venturo 
(720) 352-7916 ","10/02/2016
05-045-21077-00",DR ,"Federal
21C-26-692 ",ILES ,7720,NENW 26 6S 92W,1135 FNL 1650 FWL,"MAMM CREEK
52500 ",GARFIELD 
"05/16/2016
05/26/2016","VANGUARD OPERATING LLC
10531 ","Crissy Venturo 
(720) 352-7916 ","10/02/2016
05-045-21076-00",DR ,"Federal
11C-26-692 ",WILLIAMS FORK ,7828,NENW 26 6S 92W,1135 FNL 1626 FWL,"MAMM CREEK
52500 ",GARFIELD 
"05/16/2016
05/26/2016","VANGUARD OPERATING LLC
10531 ","Crissy Venturo 
(720) 352-7916 ","10/02/2016
05-045-21066-00",DR ,"Federal
12B-26-692 ",WILLIAMS FORK ,7778,NENW 26 6S 92W,1145 FNL 1634 FWL,"MAMM CREEK
52500 ",GARFIELD 
"05/16/2016
05/26/2016","VANGUARD OPERATING LLC
10531 ","Crissy Venturo 
(720) 352-7916 ","10/02/2016
05-045-21072-00",DR ,"Federal
12D-26-692 ",ILES ,7716,NENW 26 6S 92W,1145 FNL 1618 FWL,"MAMM CREEK
52500 ",GARFIELD 
"05/16/2016
05/26/2016","VANGUARD OPERATING LLC
10531 ","Crissy Venturo 
(720) 352-7916 ","10/02/2016
05-045-21084-00",DR ,"Federal
22B-26-692 ",WILLIAMS FORK ,7698,NENW 26 6S 92W,1145 FNL 1650 FWL,"MAMM CREEK
52500 ",GARFIELD 
"05/16/2016
05/26/2016","VANGUARD OPERATING LLC
10531 ","Crissy Venturo 
(720) 352-7916 ","10/02/2016
05-045-21091-00",DR ,"Federal
22C-26-692 ",WILLIAMS FORK ,7647,NENW 26 6S 92W,1145 FNL 1658 FWL,"MAMM CREEK
52500 ",GARFIELD 
"05/16/2016
05/26/2016","VANGUARD OPERATING LLC
10531 ","Crissy Venturo 
(720) 352-7916 ","10/02/2016
05-045-21080-00",DR ,"Federal
21A-26-692 ",WILLIAMS FORK ,7624,NENW 26 6S 92W,1135 FNL 1666 FWL,"MAMM CREEK
52500 ",GARFIELD 
"05/16/2016
05/26/2016","VANGUARD OPERATING LLC
10531 ","Crissy Venturo 
(720) 352-7916 ","10/02/2016
05-045-21079-00",DR ,"Federal
21B-26-692 ",ILES ,7683,NENW 26 6S 92W,1135 FNL 1658 FWL,"MAMM CREEK
52500 ",GARFIELD 
"05/16/2016
05/26/2016","VANGUARD OPERATING LLC
10531 ","Crissy Venturo 
(720) 352-7916 ","10/02/2016
05-045-21077-00",DR ,"Federal
21C-26-692 ",WILLIAMS FORK ,7720,NENW 26 6S 92W,1135 FNL 1650 FWL,"MAMM CREEK
52500 ",GARFIELD 
"05/16/2016
05/26/2016","VANGUARD OPERATING LLC
10531 ","Crissy Venturo 
(720) 352-7916 ","10/02/2016
05-045-21082-00",DR ,"Federal
21D-26-692 ",WILLIAMS FORK ,7828,NENW 26 6S 92W,1135 FNL 1642 FWL,"MAMM CREEK
52500 ",GARFIELD 
"05/16/2016
05/26/2016","VANGUARD OPERATING LLC
10531 ","Crissy Venturo 
(720) 352-7916 ","10/02/2016
05-045-21124-00",DR ,"Federal
11A-26-692 ",WILLIAMS FORK ,7726,NENW 26 6S 92W,1145 FNL 1610 FWL,"MAMM CREEK
52500 ",GARFIELD 
"05/16/2016
05/26/2016","VANGUARD OPERATING LLC
10531 ","Crissy Venturo 
(720) 352-7916 ","10/02/2016
05-045-21086-00",DR ,"Federal
12C-26-692 ","ILES, WILLIAMS FORK ",7732,NENW 26 6S 92W,1145 FNL 1626 FWL,"MAMM CREEK
52500 ",GARFIELD 
"05/16/2016
05/26/2016","VANGUARD OPERATING LLC
10531 ","Crissy Venturo 
(720) 352-7916 ","10/02/2016
05-045-21072-00",DR ,"Federal
12D-26-692 ",WILLIAMS FORK ,7716,NENW 26 6S 92W,1145 FNL 1618 FWL,"MAMM CREEK
52500 ",GARFIELD 
"05/06/2016
05/18/2016","VANGUARD OPERATING LLC
10531 ","Crissy Venturo 
(720) 352-7916 ","10/02/2016
05-045-21210-00",DR ,"Kaufman
43A-24-692 ",ILES ,7601,NWSE 24 6S 92W,2181 FSL 1683 FEL,"MAMM CREEK
52500 ",GARFIELD 
"05/06/2016
05/18/2016","VANGUARD OPERATING LLC
10531 ","Crissy Venturo 
(720) 352-7916 ","10/02/2016
05-045-21217-00",DR ,"Kaufman
43D-24-692 ",ILES ,7556,NWSE 24 6S 92W,2194 FSL 1655 FEL,"MAMM CREEK
52500 ",GARFIELD 
"05/06/2016
05/18/2016","VANGUARD OPERATING LLC
10531 ","Crissy Venturo 
(720) 352-7916 ","10/02/2016
05-045-21219-00",DR ,"Kaufman
44A-24-692 ",ILES ,8052,NWSE 24 6S 92W,2160 FSL 1726 FEL,"MAMM CREEK
52500 ",GARFIELD 
"05/06/2016
05/18/2016","VANGUARD OPERATING LLC
10531 ","Crissy Venturo 
(720) 352-7916 ","10/02/2016
05-045-21214-00",DR ,"Kaufman
44C-24-692 ",WILLIAMS FORK ,7779,NWSE 24 6S 92W,2174 FSL 1698 FEL,"MAMM CREEK
52500 ",GARFIELD 
"05/06/2016
05/18/2016","VANGUARD OPERATING LLC
10531 ","Crissy Venturo 
(720) 352-7916 ","10/02/2016
05-045-21215-00",DR ,"Kaufman
42A-24-692 ",ILES ,7593,NWSE 24 6S 92W,2203 FSL 1659 FEL,"MAMM CREEK
52500 ",GARFIELD 
"05/06/2016
05/18/2016","VANGUARD OPERATING LLC
10531 ","Crissy Venturo 
(720) 352-7916 ","10/02/2016
05-045-21211-00",DR ,"Kaufman
43B-24-692 ",WILLIAMS FORK ,7564,NWSE 24 6S 92W,2190 FSL 1688 FEL,"MAMM CREEK
52500 ",GARFIELD 
"05/06/2016
05/18/2016","VANGUARD OPERATING LLC
10531 ","Crissy Venturo 
(720) 352-7916 ","10/02/2016
05-045-21215-00",DR ,"Kaufman
42A-24-692 ",WILLIAMS FORK ,7593,NWSE 24 6S 92W,2203 FSL 1659 FEL,"MAMM CREEK
52500 ",GARFIELD 
"05/06/2016
05/18/2016","VANGUARD OPERATING LLC
10531 ","Crissy Venutro 
(720) 352-7916 ","10/02/2016
05-045-21212-00",DR ,"Kaufman
42B-24-692 ",ILES ,7669,NWSE 24 6S 92W,2197 FSL 1674 FEL,"MAMM CREEK
52500 ",GARFIELD 
"05/06/2016
05/18/2016","VANGUARD OPERATING LLC
10531 ","Crissy Venturo 
(720) 352-7916 ","10/02/2016
05-045-21213-00",DR ,"Kaufman
43C-24-692 ",WILLIAMS FORK ,7546,NWSE 24 6S 92W,2188 FSL 1669 FEL,"MAMM CREEK
52500 ",GARFIELD 
"05/06/2016
05/18/2016","VANGUARD OPERATING LLC
10531 ","Crissy Venturo 
(720) 352-7916 ","10/02/2016
05-045-21218-00",DR ,"Kaufman
44B-24-692 ",WILLIAMS FORK ,7929,NWSE 24 6S 92W,2167 FSL 1712 FEL,"MAMM CREEK
52500 ",GARFIELD 
"05/06/2016
05/18/2016","VANGUARD OPERATING LLC
10531 ","Crissy Venturo 
(720) 352-7916 ","10/02/2016
05-045-21216-00",DR ,"Kaufman
44D-24-692 ",ILES ,7678,NWSE 24 6S 92W,2183 FSL 1702 FEL,"MAMM CREEK
52500 ",GARFIELD 
"05/06/2016
05/18/2016","VANGUARD OPERATING LLC
10531 ","Crissy Venutro 
(720) 352-7916 ","10/02/2016
05-045-21212-00",DR ,"Kaufman
42B-24-692 ",WILLIAMS FORK ,7669,NWSE 24 6S 92W,2197 FSL 1674 FEL,"MAMM CREEK
52500 ",GARFIELD 
"05/06/2016
05/18/2016","VANGUARD OPERATING LLC
10531 ","Crissy Venturo 
(720) 352-7916 ","10/02/2016
05-045-21210-00",DR ,"Kaufman
43A-24-692 ",WILLIAMS FORK ,7601,NWSE 24 6S 92W,2181 FSL 1683 FEL,"MAMM CREEK
52500 ",GARFIELD 
"05/06/2016
05/18/2016","VANGUARD OPERATING LLC
10531 ","Crissy Venturo 
(720) 352-7916 ","10/02/2016
05-045-21211-00",DR ,"Kaufman
43B-24-692 ",ILES ,7564,NWSE 24 6S 92W,2190 FSL 1688 FEL,"MAMM CREEK
52500 ",GARFIELD 
"05/06/2016
05/18/2016","VANGUARD OPERATING LLC
10531 ","Crissy Venturo 
(720) 352-7916 ","10/02/2016
05-045-21213-00",DR ,"Kaufman
43C-24-692 ",ILES ,7546,NWSE 24 6S 92W,2188 FSL 1669 FEL,"MAMM CREEK
52500 ",GARFIELD 
"05/06/2016
05/18/2016","VANGUARD OPERATING LLC
10531 ","Crissy Venturo 
(720) 352-7916 ","10/02/2016
05-045-21217-00",DR ,"Kaufman
43D-24-692 ",WILLIAMS FORK ,7556,NWSE 24 6S 92W,2194 FSL 1655 FEL,"MAMM CREEK
52500 ",GARFIELD 
